document,query_name,n_candidates,correct_rank,is_top1,similarities,ranking,names
gsa_LAL62317-Lease_Z-01,ELAINE D PETERS,2,1,True,"[0.654740035533905, -0.03233916684985161]","[0, 1]","['ELAINE D PETERS', 'HURSTON W RALEY']"
gsa_LAL62317-Lease_Z-01,HURSTON W RALEY,2,1,True,"[-0.06429700553417206, 0.595015823841095]","[1, 0]","['ELAINE D PETERS', 'HURSTON W RALEY']"
gsa_LAR16487-Lease-_Z-02,KELLY HARTZ,3,1,True,"[0.5957779884338379, -0.0001674983650445938, 0.21411430835723877]","[0, 2, 1]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-Lease-_Z-02,MAILA WRIGHT,3,1,True,"[0.0660250186920166, 0.5446802377700806, -0.03301567584276199]","[1, 0, 2]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-Lease-_Z-02,SCOTT ST,3,1,True,"[0.12165387719869614, -0.12251133471727371, 0.6960975527763367]","[2, 0, 1]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-SLA-01-_Z-01,KELLY HARTZ,3,1,True,"[0.6313663721084595, 0.01882602460682392, 0.16559945046901703]","[0, 2, 1]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-SLA-01-_Z-01,MAILA WRIGHT,3,1,True,"[0.06908813863992691, 0.3879201114177704, -0.044748514890670776]","[1, 0, 2]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-SLA-01-_Z-01,SCOTT ST,3,1,True,"[0.180120587348938, -0.10653988271951675, 0.5445913076400757]","[2, 0, 1]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-SLA-02-_Z-01,KELLY HARTZ,2,1,True,"[0.4852638244628906, 0.2835685610771179]","[0, 1]","['KELLY HARTZ', 'SCOTT ST']"
gsa_LAR16487-SLA-02-_Z-01,SCOTT ST,2,1,True,"[0.12464305013418198, 0.647462010383606]","[1, 0]","['KELLY HARTZ', 'SCOTT ST']"
gsa_LAR16487-SLA-03-_Z-01,KELLY HARTZ,3,1,True,"[0.5485939383506775, 0.0064102234318852425, 0.28171589970588684]","[0, 2, 1]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-SLA-03-_Z-01,MAILA WRIGHT,3,1,True,"[0.07732721418142319, 0.27447444200515747, -0.005784312728792429]","[1, 0, 2]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-SLA-03-_Z-01,SCOTT ST,3,1,True,"[0.19255921244621277, 0.054132115095853806, 0.5457876324653625]","[2, 0, 1]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-SLA-04-_Z-01,MAILA WRIGHT,2,1,True,"[0.3814879357814789, -0.014219323173165321]","[0, 1]","['MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16487-SLA-04-_Z-01,SCOTT ST,2,1,True,"[-0.09014558047056198, 0.6608930826187134]","[1, 0]","['MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16590-Lease-_Z-02,MARUZ LOPEZ,2,1,True,"[0.5754755735397339, -0.05395067110657692]","[0, 1]","['MARUZ LOPEZ', 'SCOTT EDWIN LASSEN']"
gsa_LAR16590-Lease-_Z-02,SCOTT EDWIN LASSEN,2,1,True,"[-0.06470295786857605, 0.494864284992218]","[1, 0]","['MARUZ LOPEZ', 'SCOTT EDWIN LASSEN']"
gsa_LAR16590-SLA-01-_Z-01,KELLY HARTZ,2,1,True,"[0.5553030371665955, 0.107639841735363]","[0, 1]","['KELLY HARTZ', 'LISA R']"
gsa_LAR16590-SLA-01-_Z-01,LISA R,2,1,True,"[0.02414221316576004, 0.18056882917881012]","[1, 0]","['KELLY HARTZ', 'LISA R']"
gsa_LAR16590-SLA-02-_Z-01,KELLY HARTZ,2,1,True,"[0.5531489849090576, 0.17668989300727844]","[0, 1]","['KELLY HARTZ', 'LISA R']"
gsa_LAR16590-SLA-02-_Z-01,LISA R,2,1,True,"[-0.01055823639035225, 0.13499343395233154]","[1, 0]","['KELLY HARTZ', 'LISA R']"
gsa_LAR16590-SLA-03-_Z-01,KELLY HARTZ,3,1,True,"[0.503413736820221, 0.09724561870098114, -0.12908880412578583]","[0, 1, 2]","['KELLY HARTZ', 'LISA R', 'MICHAEL A']"
gsa_LAR16590-SLA-03-_Z-01,LISA R,3,1,True,"[-0.04705909639596939, 0.10608565807342529, -0.03308439627289772]","[1, 2, 0]","['KELLY HARTZ', 'LISA R', 'MICHAEL A']"
gsa_LAR16590-SLA-03-_Z-01,MICHAEL A,3,1,True,"[-0.12044169008731842, -0.05547018349170685, 0.5791543126106262]","[2, 1, 0]","['KELLY HARTZ', 'LISA R', 'MICHAEL A']"
gsa_LAR16590-SLA-04-_Z-01,CHRISTY L MCCOMMON,3,1,True,"[0.5462459325790405, 0.00276614585891366, 0.2830529510974884]","[0, 2, 1]","['CHRISTY L MCCOMMON', 'KELLY HARTZ', 'LISA R']"
gsa_LAR16590-SLA-04-_Z-01,KELLY HARTZ,3,1,True,"[0.03878294304013252, 0.5631300806999207, 0.040104061365127563]","[1, 2, 0]","['CHRISTY L MCCOMMON', 'KELLY HARTZ', 'LISA R']"
gsa_LAR16590-SLA-04-_Z-01,LISA R,3,2,False,"[-0.05851196125149727, 0.1222989559173584, 0.0699038952589035]","[1, 2, 0]","['CHRISTY L MCCOMMON', 'KELLY HARTZ', 'LISA R']"
gsa_LAR16759-Lease-_Z-01,MAILA WRIGHT,3,1,True,"[0.3617381155490875, 0.037833910435438156, -0.06986485421657562]","[0, 1, 2]","['MAILA WRIGHT', 'PAULA BARKER', 'SCOTT ST']"
gsa_LAR16759-Lease-_Z-01,PAULA BARKER,3,1,True,"[-0.2126844823360443, 0.5687341690063477, 0.004593341611325741]","[1, 2, 0]","['MAILA WRIGHT', 'PAULA BARKER', 'SCOTT ST']"
gsa_LAR16759-Lease-_Z-01,SCOTT ST,3,1,True,"[-0.05722275748848915, -0.009629619307816029, 0.6104515194892883]","[2, 1, 0]","['MAILA WRIGHT', 'PAULA BARKER', 'SCOTT ST']"
gsa_LAR16759-SLA-01-_Z-01,KELLY HARTZ,3,1,True,"[0.511802613735199, 0.0691235214471817, 0.1872977316379547]","[0, 2, 1]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16759-SLA-01-_Z-01,MAILA WRIGHT,3,1,True,"[0.0422246940433979, 0.4755839705467224, 0.014326419681310654]","[1, 0, 2]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16759-SLA-01-_Z-01,SCOTT ST,3,1,True,"[0.18441204726696014, -0.11577526479959488, 0.6923579573631287]","[2, 0, 1]","['KELLY HARTZ', 'MAILA WRIGHT', 'SCOTT ST']"
gsa_LAR16759-SLA-02-_Z-01,MAILA WRIGHT,3,1,True,"[0.31565141677856445, 0.03551053628325462, -0.002727736718952656]","[0, 1, 2]","['MAILA WRIGHT', 'PAULA BARKER', 'SCOTT ST']"
gsa_LAR16759-SLA-02-_Z-01,PAULA BARKER,3,1,True,"[-0.11881151050329208, 0.5702883005142212, 0.001925492426380515]","[1, 2, 0]","['MAILA WRIGHT', 'PAULA BARKER', 'SCOTT ST']"
gsa_LAR16759-SLA-02-_Z-01,SCOTT ST,3,1,True,"[0.10042619705200195, -0.14220011234283447, 0.6746116280555725]","[2, 0, 1]","['MAILA WRIGHT', 'PAULA BARKER', 'SCOTT ST']"
gsa_LAR16759-SLA-03-_Z-01,KRISTINE DANIELSON,2,1,True,"[0.5997762680053711, -0.03188369423151016]","[0, 1]","['KRISTINE DANIELSON', 'SCOTT ST']"
gsa_LAR16759-SLA-03-_Z-01,SCOTT ST,2,1,True,"[-0.08981256186962128, 0.6972683072090149]","[1, 0]","['KRISTINE DANIELSON', 'SCOTT ST']"
gsa_LAR16759-SLA-04-_Z-02,EDWIN M STANTON,2,1,True,"[0.5572921633720398, -0.008545637130737305]","[0, 1]","['EDWIN M STANTON', 'SCOTT ST']"
gsa_LAR16759-SLA-04-_Z-02,SCOTT ST,2,1,True,"[0.2378101944923401, 0.6487852931022644]","[1, 0]","['EDWIN M STANTON', 'SCOTT ST']"
gsa_LAR16866-SLA-01-_Z-01,JAMES E CURTIS,2,1,True,"[0.565739631652832, -0.2196415662765503]","[0, 1]","['JAMES E CURTIS', 'KYLE HALL']"
gsa_LAR16866-SLA-01-_Z-01,KYLE HALL,2,1,True,"[0.058898650109767914, 0.5794525742530823]","[1, 0]","['JAMES E CURTIS', 'KYLE HALL']"
gsa_LAR16866-SLA-02-_Z-01,JAMES E CURTIS,3,1,True,"[0.5229818820953369, -0.1231306791305542, -0.05286715179681778]","[0, 2, 1]","['JAMES E CURTIS', 'KYLE HALL', 'THOMAS BELL']"
gsa_LAR16866-SLA-02-_Z-01,KYLE HALL,3,1,True,"[-0.01898009330034256, 0.5704160928726196, 0.1797494739294052]","[1, 2, 0]","['JAMES E CURTIS', 'KYLE HALL', 'THOMAS BELL']"
gsa_LAR16866-SLA-02-_Z-01,THOMAS BELL,3,1,True,"[0.10963616520166397, 0.04558999091386795, 0.5010693669319153]","[2, 0, 1]","['JAMES E CURTIS', 'KYLE HALL', 'THOMAS BELL']"
gsa_LAR16866-SLA-03-_Z-01,E CURTIS,3,1,True,"[0.5160189270973206, -0.1727496236562729, -0.0930902287364006]","[0, 2, 1]","['E CURTIS', 'JOANN NEAL', 'THOMAS BELL']"
gsa_LAR16866-SLA-03-_Z-01,JOANN NEAL,3,1,True,"[0.05903710424900055, 0.6134451031684875, 0.05224429443478584]","[1, 0, 2]","['E CURTIS', 'JOANN NEAL', 'THOMAS BELL']"
gsa_LAR16866-SLA-03-_Z-01,THOMAS BELL,3,1,True,"[0.07013880461454391, 0.3233796954154968, 0.6857182383537292]","[2, 1, 0]","['E CURTIS', 'JOANN NEAL', 'THOMAS BELL']"
gsa_LAR16866-SLA-04-_Z-01,CURTIS,5,1,True,"[0.6577893495559692, 0.28928351402282715, 0.4191807210445404, 0.07866254448890686, -0.00168243155349046]","[0, 2, 1, 3, 4]","['CURTIS', 'JAMES C', 'JAMES CURTIS', 'KYLE HALL', 'THOMAS BELL']"
gsa_LAR16866-SLA-04-_Z-01,JAMES C,5,1,True,"[0.33648329973220825, 0.6849796175956726, 0.5087125897407532, 0.0011380501091480255, 0.009609738364815712]","[1, 2, 0, 4, 3]","['CURTIS', 'JAMES C', 'JAMES CURTIS', 'KYLE HALL', 'THOMAS BELL']"
gsa_LAR16866-SLA-04-_Z-01,JAMES CURTIS,5,1,True,"[0.46961042284965515, 0.5581673383712769, 0.6742474436759949, -0.010339263826608658, 0.053139738738536835]","[2, 1, 0, 4, 3]","['CURTIS', 'JAMES C', 'JAMES CURTIS', 'KYLE HALL', 'THOMAS BELL']"
gsa_LAR16866-SLA-04-_Z-01,KYLE HALL,5,1,True,"[0.006776133552193642, -0.08914664387702942, -0.07137612253427505, 0.617906928062439, 0.055390775203704834]","[3, 4, 0, 2, 1]","['CURTIS', 'JAMES C', 'JAMES CURTIS', 'KYLE HALL', 'THOMAS BELL']"
gsa_LAR16866-SLA-04-_Z-01,THOMAS BELL,5,1,True,"[0.004182023927569389, 0.17720110714435577, -0.0305011048913002, 0.18768629431724548, 0.7129784822463989]","[4, 3, 1, 0, 2]","['CURTIS', 'JAMES C', 'JAMES CURTIS', 'KYLE HALL', 'THOMAS BELL']"
gsa_LAR16899-Lease-01_Z-01,KELLY HARTZ,2,1,True,"[0.40892383456230164, -0.00035978248342871666]","[0, 1]","['KELLY HARTZ', 'RANDELLOTT']"
gsa_LAR16899-Lease-01_Z-01,RANDELLOTT,2,1,True,"[0.17534393072128296, 0.6096150875091553]","[1, 0]","['KELLY HARTZ', 'RANDELLOTT']"
gsa_LAR16899-SLA-01-_Z-01,EDUARDO J PEREZ,3,1,True,"[0.6205415725708008, -0.024817194789648056, 0.11335301399230957]","[0, 2, 1]","['EDUARDO J PEREZ', 'RANDALL CATT', 'RICHARD FLOWERS']"
gsa_LAR16899-SLA-01-_Z-01,RANDALL CATT,3,1,True,"[0.17348723113536835, 0.2738341689109802, -0.1410151720046997]","[1, 0, 2]","['EDUARDO J PEREZ', 'RANDALL CATT', 'RICHARD FLOWERS']"
gsa_LAR16899-SLA-01-_Z-01,RICHARD FLOWERS,3,1,True,"[0.27365973591804504, -0.03855021670460701, 0.6220659017562866]","[2, 0, 1]","['EDUARDO J PEREZ', 'RANDALL CATT', 'RICHARD FLOWERS']"
gsa_LAR16899-SLA-02-_Z-01,BOWERS CLEMENT,3,1,True,"[0.6155651807785034, -0.004694072064012289, -0.08337835967540741]","[0, 1, 2]","['BOWERS CLEMENT', 'EDUARDO T PEREZ', 'RANDALL CATT']"
gsa_LAR16899-SLA-02-_Z-01,EDUARDO T PEREZ,3,1,True,"[0.06593054533004761, 0.5697464942932129, -0.045877646654844284]","[1, 0, 2]","['BOWERS CLEMENT', 'EDUARDO T PEREZ', 'RANDALL CATT']"
gsa_LAR16899-SLA-02-_Z-01,RANDALL CATT,3,1,True,"[0.13580924272537231, -0.06826489418745041, 0.2417117804288864]","[2, 0, 1]","['BOWERS CLEMENT', 'EDUARDO T PEREZ', 'RANDALL CATT']"
gsa_LAR16906-SLA-04-_Z-01,JENNIFER GRAVES,2,1,True,"[0.5233759880065918, -0.08989456295967102]","[0, 1]","['JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16906-SLA-04-_Z-01,JOEY MASSEY,2,1,True,"[-0.0426715686917305, 0.7096301317214966]","[1, 0]","['JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16906-SLA-1-_Z-01,GARHETT H GORDON,3,1,True,"[0.283896267414093, -0.11290325969457626, -0.060305483639240265]","[0, 2, 1]","['GARHETT H GORDON', 'JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16906-SLA-1-_Z-01,JENNIFER GRAVES,3,1,True,"[0.04176316782832146, 0.41835567355155945, -0.017057273536920547]","[1, 0, 2]","['GARHETT H GORDON', 'JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16906-SLA-1-_Z-01,JOEY MASSEY,3,1,True,"[-0.08273503184318542, -0.015309333801269531, 0.745734691619873]","[2, 1, 0]","['GARHETT H GORDON', 'JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16906-SLA-2-_Z-01,JENNIFER GRAVES,2,1,True,"[0.4896032214164734, -0.09214379638433456]","[0, 1]","['JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16906-SLA-2-_Z-01,JOEY MASSEY,2,1,True,"[0.005649516824632883, 0.6339613199234009]","[1, 0]","['JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16906-SLA-3-_Z-01,GARNETT GORDON,3,1,True,"[0.4896172285079956, 0.050718873739242554, -0.09664645045995712]","[0, 1, 2]","['GARNETT GORDON', 'JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16906-SLA-3-_Z-01,JENNIFER GRAVES,3,1,True,"[0.1855126917362213, 0.28893160820007324, -0.08100731670856476]","[1, 0, 2]","['GARNETT GORDON', 'JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16906-SLA-3-_Z-01,JOEY MASSEY,3,1,True,"[-0.019966742023825645, -0.14366142451763153, 0.6537588238716125]","[2, 0, 1]","['GARNETT GORDON', 'JENNIFER GRAVES', 'JOEY MASSEY']"
gsa_LAR16910-SLA-01_Z-01,J RICHARD NEWLAND,3,1,True,"[0.6130831837654114, 0.08031171560287476, -0.016518760472536087]","[0, 1, 2]","['J RICHARD NEWLAND', 'REGINA L ELDER', 'THOMAS BELL']"
gsa_LAR16910-SLA-01_Z-01,REGINA L ELDER,3,1,True,"[0.011110881343483925, 0.586199164390564, -0.07919182628393173]","[1, 0, 2]","['J RICHARD NEWLAND', 'REGINA L ELDER', 'THOMAS BELL']"
gsa_LAR16910-SLA-01_Z-01,THOMAS BELL,3,1,True,"[0.09000308811664581, 0.026394546031951904, 0.7147882580757141]","[2, 0, 1]","['J RICHARD NEWLAND', 'REGINA L ELDER', 'THOMAS BELL']"
gsa_LAR16910-SLA-2_Z-01,ANDREA COCLIS,2,1,True,"[0.638680100440979, 0.05958905816078186]","[0, 1]","['ANDREA COCLIS', 'THOMAS BELL']"
gsa_LAR16910-SLA-2_Z-01,THOMAS BELL,2,1,True,"[0.08164379745721817, 0.6633492708206177]","[1, 0]","['ANDREA COCLIS', 'THOMAS BELL']"
gsa_LAR16920-Lease_Z-01,GARNETT GORDON,3,1,True,"[0.552799642086029, 0.0517803318798542, -0.10252849757671356]","[0, 1, 2]","['GARNETT GORDON', 'R DERAMUS', 'ROD SELLARS']"
gsa_LAR16920-Lease_Z-01,R DERAMUS,3,1,True,"[0.13582366704940796, 0.5599539875984192, 0.5553216338157654]","[1, 2, 0]","['GARNETT GORDON', 'R DERAMUS', 'ROD SELLARS']"
gsa_LAR16920-Lease_Z-01,ROD SELLARS,3,1,True,"[0.1358196884393692, 0.35898905992507935, 0.6001051068305969]","[2, 1, 0]","['GARNETT GORDON', 'R DERAMUS', 'ROD SELLARS']"
gsa_LAR16984-SLA-3_Z-03,CHERYL S WILLOUGHBY,2,1,True,"[0.46904614567756653, 0.11277355998754501]","[0, 1]","['CHERYL S WILLOUGHBY', 'DUSTY GRIFFITH']"
gsa_LAR16984-SLA-3_Z-03,DUSTY GRIFFITH,2,1,True,"[-0.01536558847874403, 0.6255113482475281]","[1, 0]","['CHERYL S WILLOUGHBY', 'DUSTY GRIFFITH']"
gsa_LAR16984-SLA-4_Z-01,ANNE CURD,2,1,True,"[0.6109459400177002, 0.0572107695043087]","[0, 1]","['ANNE CURD', 'CHERYL S WILLOUGHBY']"
gsa_LAR16984-SLA-4_Z-01,CHERYL S WILLOUGHBY,2,1,True,"[-0.012731560505926609, 0.5695556402206421]","[1, 0]","['ANNE CURD', 'CHERYL S WILLOUGHBY']"
gsa_LAR16984-SLA-5_Z-01,ANNE CURD,3,1,True,"[0.6641568541526794, 0.007185873109847307, 0.04135779291391373]","[0, 2, 1]","['ANNE CURD', 'CHERYL S WILLOUGHBY', 'MARLENE BUNCTOR']"
gsa_LAR16984-SLA-5_Z-01,CHERYL S WILLOUGHBY,3,1,True,"[0.18761463463306427, 0.5657817125320435, 0.13947199285030365]","[1, 0, 2]","['ANNE CURD', 'CHERYL S WILLOUGHBY', 'MARLENE BUNCTOR']"
gsa_LAR16984-SLA-5_Z-01,MARLENE BUNCTOR,3,1,True,"[0.00881582498550415, 0.13319161534309387, 0.5406731367111206]","[2, 1, 0]","['ANNE CURD', 'CHERYL S WILLOUGHBY', 'MARLENE BUNCTOR']"
gsa_LAR17002-Lease_Z-01,GARNETT GORDON,3,1,True,"[0.6797841191291809, 0.009237267076969147, -0.10942976921796799]","[0, 1, 2]","['GARNETT GORDON', 'LEAH SEARS', 'SARAH MOSLEY']"
gsa_LAR17002-Lease_Z-01,LEAH SEARS,3,1,True,"[0.12403552234172821, 0.6360522508621216, 0.028483659029006958]","[1, 0, 2]","['GARNETT GORDON', 'LEAH SEARS', 'SARAH MOSLEY']"
gsa_LAR17002-Lease_Z-01,SARAH MOSLEY,3,1,True,"[0.0016068117693066597, 0.054829299449920654, 0.6515071392059326]","[2, 1, 0]","['GARNETT GORDON', 'LEAH SEARS', 'SARAH MOSLEY']"
gsa_LAR17002-SLA-1-_Z-01,MAROLYN DORMAN,2,1,True,"[0.6357647776603699, 0.10712980479001999]","[0, 1]","['MAROLYN DORMAN', 'SARAH MOSLEY']"
gsa_LAR17002-SLA-1-_Z-01,SARAH MOSLEY,2,1,True,"[-0.08494725823402405, 0.6068102121353149]","[1, 0]","['MAROLYN DORMAN', 'SARAH MOSLEY']"
gsa_LAR17002-SLA-3-_Z-01,MAROLYN DORMAN,2,1,True,"[0.5125780701637268, 0.017606940120458603]","[0, 1]","['MAROLYN DORMAN', 'SARAH MOSLEY']"
gsa_LAR17002-SLA-3-_Z-01,SARAH MOSLEY,2,1,True,"[0.07046409696340561, 0.5698298811912537]","[1, 0]","['MAROLYN DORMAN', 'SARAH MOSLEY']"
gsa_LAR17002-SLA-4_-_Z-01,LEAH SEARS,2,1,True,"[0.4690665602684021, 0.1408286839723587]","[0, 1]","['LEAH SEARS', 'SARAH MOSLEY']"
gsa_LAR17002-SLA-4_-_Z-01,SARAH MOSLEY,2,1,True,"[0.2175687551498413, 0.652706503868103]","[1, 0]","['LEAH SEARS', 'SARAH MOSLEY']"
gsa_LAR17015-Lease-1-_Z-01,KELLY L JOHNSON,2,1,True,"[0.6049401760101318, 0.08079158514738083]","[0, 1]","['KELLY L JOHNSON', 'MARK H MELLINGER']"
gsa_LAR17015-Lease-1-_Z-01,MARK H MELLINGER,2,1,True,"[0.030556781217455864, 0.6315168142318726]","[1, 0]","['KELLY L JOHNSON', 'MARK H MELLINGER']"
gsa_LAR17015-SLA-2-_Z-01,KELLY J,3,2,False,"[0.2557660639286041, 0.4324286878108978, 0.047111086547374725]","[1, 0, 2]","['KELLY J', 'KELLY L JOHNSON', 'MARK H MELLINGER']"
gsa_LAR17015-SLA-2-_Z-01,KELLY L JOHNSON,3,1,True,"[0.195980504155159, 0.6053853034973145, 0.051948241889476776]","[1, 0, 2]","['KELLY J', 'KELLY L JOHNSON', 'MARK H MELLINGER']"
gsa_LAR17015-SLA-2-_Z-01,MARK H MELLINGER,3,1,True,"[0.07028142362833023, 0.18985304236412048, 0.6065536141395569]","[2, 1, 0]","['KELLY J', 'KELLY L JOHNSON', 'MARK H MELLINGER']"
gsa_LAS02601-SLA-2-_Z-01,KEITH J GEBAUER,3,1,True,"[0.624206006526947, -0.013551757670938969, 0.1920662671327591]","[0, 2, 1]","['KEITH J GEBAUER', 'LAWRENCE C BECKER', 'MARK C']"
gsa_LAS02601-SLA-2-_Z-01,LAWRENCE C BECKER,3,1,True,"[-0.05242181196808815, 0.5561133027076721, 0.053935158997774124]","[1, 2, 0]","['KEITH J GEBAUER', 'LAWRENCE C BECKER', 'MARK C']"
gsa_LAS02601-SLA-2-_Z-01,MARK C,3,1,True,"[0.07385684549808502, 0.04580353945493698, 0.6383763551712036]","[2, 0, 1]","['KEITH J GEBAUER', 'LAWRENCE C BECKER', 'MARK C']"
gsa_LAS02602-SLA-1-_Z-01,BEGAN,3,1,True,"[0.625646710395813, 0.10857434570789337, 0.05830341950058937]","[0, 1, 2]","['BEGAN', 'LAWRENCE C BECKER', 'SARAH H DUTIL']"
gsa_LAS02602-SLA-1-_Z-01,LAWRENCE C BECKER,3,1,True,"[-0.03057604469358921, 0.6143385171890259, -0.05274107679724693]","[1, 0, 2]","['BEGAN', 'LAWRENCE C BECKER', 'SARAH H DUTIL']"
gsa_LAS02602-SLA-1-_Z-01,SARAH H DUTIL,3,1,True,"[-0.16821151971817017, 0.0015430798521265388, 0.692023515701294]","[2, 1, 0]","['BEGAN', 'LAWRENCE C BECKER', 'SARAH H DUTIL']"
gsa_LAS02604-SLA-1-_Z-01,CAROLINE WENDT,2,1,True,"[0.5942895412445068, -0.07921157777309418]","[0, 1]","['CAROLINE WENDT', 'LAWRENCE C BECKER']"
gsa_LAS02604-SLA-1-_Z-01,LAWRENCE C BECKER,2,1,True,"[-0.08026567101478577, 0.5913867354393005]","[1, 0]","['CAROLINE WENDT', 'LAWRENCE C BECKER']"
gsa_LAS02604-SLA-2-_Z-01,CAROLINE WENDT,2,1,True,"[0.6177582144737244, -0.0647355169057846]","[0, 1]","['CAROLINE WENDT', 'LAWRENCE C BECKER']"
gsa_LAS02604-SLA-2-_Z-01,LAWRENCE C BECKER,2,1,True,"[-0.06447266787290573, 0.6084606647491455]","[1, 0]","['CAROLINE WENDT', 'LAWRENCE C BECKER']"
gsa_LAS02604-SLA-3-_Z-01,CAROLINE WENDT,2,1,True,"[0.6253988742828369, 0.017478492110967636]","[0, 1]","['CAROLINE WENDT', 'LAWRENCE C BECKER']"
gsa_LAS02604-SLA-3-_Z-01,LAWRENCE C BECKER,2,1,True,"[-0.020681200549006462, 0.582040548324585]","[1, 0]","['CAROLINE WENDT', 'LAWRENCE C BECKER']"
gsa_LAZ01846-SLA-2-_Z-01,ERIN H WINSCHEL,2,1,True,"[0.7085464000701904, -0.016232501715421677]","[0, 1]","['ERIN H WINSCHEL', 'MARK']"
gsa_LAZ01846-SLA-2-_Z-01,MARK,2,1,True,"[0.01890411227941513, 0.6055184602737427]","[1, 0]","['ERIN H WINSCHEL', 'MARK']"
gsa_LAZ01846-SLA-3-_Z-01,ERIN H WINSCHEL,2,1,True,"[0.6203194856643677, -0.0008329760748893023]","[0, 1]","['ERIN H WINSCHEL', 'MARK']"
gsa_LAZ01846-SLA-3-_Z-01,MARK,2,1,True,"[0.10917450487613678, 0.6134343147277832]","[1, 0]","['ERIN H WINSCHEL', 'MARK']"
gsa_LAZ01910-SLA-15-_Z-01,DEBORAH D ORKOWSKI,2,1,True,"[0.6933673024177551, 0.09923212230205536]","[0, 1]","['DEBORAH D ORKOWSKI', 'KELLY MUHIL']"
gsa_LAZ01910-SLA-15-_Z-01,KELLY MUHIL,2,1,True,"[-0.05955999344587326, 0.6606231927871704]","[1, 0]","['DEBORAH D ORKOWSKI', 'KELLY MUHIL']"
gsa_LAZ01910-SLA-17-_Z-01,CHAD J WILLIAMS,3,1,True,"[0.6282231211662292, 0.29110169410705566, 0.13438226282596588]","[0, 1, 2]","['CHAD J WILLIAMS', 'DEBORAH D ORKOWSKI', 'KELLY H']"
gsa_LAZ01910-SLA-17-_Z-01,DEBORAH D ORKOWSKI,3,1,True,"[0.2750707268714905, 0.6762247085571289, 0.02183167077600956]","[1, 0, 2]","['CHAD J WILLIAMS', 'DEBORAH D ORKOWSKI', 'KELLY H']"
gsa_LAZ01910-SLA-17-_Z-01,KELLY H,3,1,True,"[0.2116450071334839, 0.020770320668816566, 0.6158410310745239]","[2, 0, 1]","['CHAD J WILLIAMS', 'DEBORAH D ORKOWSKI', 'KELLY H']"
gsa_LAZ01910-SLA-18-_Z-01,CHAD J WILLIAMS,3,1,True,"[0.5805743336677551, 0.21579734981060028, 0.17578597366809845]","[0, 1, 2]","['CHAD J WILLIAMS', 'DEBORAH D ORKOWSKI', 'KELLY MICHAEL']"
gsa_LAZ01910-SLA-18-_Z-01,DEBORAH D ORKOWSKI,3,1,True,"[0.18191483616828918, 0.6853523254394531, 0.07509219646453857]","[1, 0, 2]","['CHAD J WILLIAMS', 'DEBORAH D ORKOWSKI', 'KELLY MICHAEL']"
gsa_LAZ01910-SLA-18-_Z-01,KELLY MICHAEL,3,1,True,"[-0.006714154034852982, 0.047786835581064224, 0.5933014750480652]","[2, 1, 0]","['CHAD J WILLIAMS', 'DEBORAH D ORKOWSKI', 'KELLY MICHAEL']"
gsa_LAZ01910-SLA-19-_Z-01,CHAD J WILLIAMS,3,1,True,"[0.6292282938957214, 0.16786253452301025, 0.11039629578590393]","[0, 1, 2]","['CHAD J WILLIAMS', 'DEBORAH D ORKOWSKI', 'KELLY MICHAEL']"
gsa_LAZ01910-SLA-19-_Z-01,DEBORAH D ORKOWSKI,3,1,True,"[0.2732909321784973, 0.657971203327179, 0.07093415409326553]","[1, 0, 2]","['CHAD J WILLIAMS', 'DEBORAH D ORKOWSKI', 'KELLY MICHAEL']"
gsa_LAZ01910-SLA-19-_Z-01,KELLY MICHAEL,3,1,True,"[0.19887962937355042, 0.07601698487997055, 0.6216362118721008]","[2, 0, 1]","['CHAD J WILLIAMS', 'DEBORAH D ORKOWSKI', 'KELLY MICHAEL']"
